Watching for file changes with StatReloader
Waiting for apps ready_event.
Apps ready_event triggered. Sending autoreload_started signal.
Watching dir /app/locale with glob **/*.mo.
Watching dir /app/taskmanager/tasks/locale with glob **/*.mo.
File /usr/local/lib/python3.10/site-packages/psycopg2/errors.py first seen with mtime 1742674081.0
File /app/taskmanager/tasks/__init__.py first seen with mtime 1742669987.6439002
File /usr/local/lib/python3.10/site-packages/django/contrib/contenttypes/fields.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/sre_constants.py first seen with mtime 1742260550.0
File /app/taskmanager/tasks/models.py first seen with mtime 1742669987.644248
File /usr/local/lib/python3.10/asyncio/events.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/pkgutil.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/pickle.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/hashlib.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/sqlparse/lexer.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/site-packages/django/core/files/storage/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/_collections_abc.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/staticfiles/utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/handlers/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/migrations/utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/urllib/response.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/logging/handlers.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/models/fields/generated.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/mime/nonmultipart.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/files/utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/fields/mixins.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/serializers/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/views/__init__.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/ast.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/admin.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/db/models/sql/constants.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/staticfiles/checks.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/files/temp.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/importlib/__init__.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/types.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/tokenize.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/asyncio/base_events.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/colorama/ansitowin32.py first seen with mtime 1742674082.0
File /usr/local/lib/python3.10/site-packages/django/contrib/contenttypes/admin.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/email/feedparser.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/views/static.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/signals.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/translation/reloader.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/servers/basehttp.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/template/context.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/cache/utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/apps.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/core/files/storage/memory.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/template/loaders/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/http/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/template/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/signals.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/security/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/forms/boundfield.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/generator.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/asyncio/mixins.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/migrations/operations/special.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/views/i18n.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/wsgiref/util.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/contenttypes/apps.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/dataclasses.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/base/creation.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/files/uploadedfile.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/header.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/templatetags/base.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/utils/deprecation.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/staticfiles/management/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/backends.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/encodings/aliases.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/urllib/__init__.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/asgiref/current_thread_executor.py first seen with mtime 1742674084.0
File /usr/local/lib/python3.10/asyncio/log.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/staticfiles/handlers.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/ipaddress.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/_markupbase.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/forms/fields.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/messages/api.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/asyncio/tasks.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/asyncio/constants.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/utils/safestring.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/http/cookie.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/sqlparse/filters/output.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/files.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/ssl.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/views/decorators/csrf.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/signing.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/sql/query.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/inspect.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/urls/resolvers.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/ipv6.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/options.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/translation/trans_real.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/psycopg2/sql.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/operator.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/email/base64mime.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/lib-dynload/_heapq.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260526.0
File /usr/local/lib/python3.10/site-packages/sqlparse/filters/reindent.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/difflib.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/models/fields/proxy.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/handlers/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/functools.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/wsgiref/handlers.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/quopri.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/sqlparse/engine/statement_splitter.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/email/policy.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/utils/dateparse.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/mail/message.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/http/multipartparser.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/colorama/__init__.py first seen with mtime 1742674082.0
File /usr/local/lib/python3.10/concurrent/futures/thread.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/concurrent/futures/_base.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/asgiref/local.py first seen with mtime 1742674084.0
File /usr/local/lib/python3.10/logging/__init__.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/base/client.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/errors.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/__init__.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/db/migrations/exceptions.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/_opcode.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260527.0
File /usr/local/lib/python3.10/site-packages/django/db/migrations/state.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/models.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/sites/shortcuts.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/apps/registry.py first seen with mtime 1742674084.0
File /usr/local/lib/python3.10/site-packages/django/templatetags/l10n.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/views/generic/dates.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/widgets.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/email/mime/message.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/exceptions.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/security/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/contentmanager.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/pprint.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/management/color.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/psycopg2/_psycopg.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/site-packages/django/utils/choices.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/contenttypes/__init__.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/postgresql/features.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/contenttypes/models.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/template/loaders/filesystem.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/asyncio/selector_events.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/templatetags/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/http/client.py first seen with mtime 1742260550.0
(0.006) 
            SELECT
                c.relname,
                CASE
                    WHEN c.relispartition THEN 'p'
                    WHEN c.relkind IN ('m', 'v') THEN 'v'
                    ELSE 't'
                END,
                obj_description(c.oid, 'pg_class')
            FROM pg_catalog.pg_class c
            LEFT JOIN pg_catalog.pg_namespace n ON n.oid = c.relnamespace
            WHERE c.relkind IN ('f', 'm', 'p', 'r', 'v')
                AND n.nspname NOT IN ('pg_catalog', 'pg_toast')
                AND pg_catalog.pg_table_is_visible(c.oid)
        ; args=None; alias=default
File /usr/local/lib/python3.10/site-packages/sqlparse/__init__.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/html/parser.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/lib-dynload/zlib.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260534.0
File /usr/local/lib/python3.10/site-packages/django/views/decorators/cache.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/management/commands/runserver.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/_distutils_hack/__init__.py first seen with mtime 1742260571.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/decorators.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/template/library.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/cache.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/urllib/error.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/messages/storage/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/sites/requests.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/helpers.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/utils/timesince.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/views/generic/edit.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/forms.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/urls/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/_policybase.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/psycopg2/extensions.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/base/introspection.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/encoding.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/zoneinfo/_common.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/paginator.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/_socket.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260533.0
File /usr/local/lib/python3.10/site-packages/django/contrib/contenttypes/forms.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/template/loaders/app_directories.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/hashable.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/importlib/_abc.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/lib-dynload/_contextvars.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260526.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/hashers.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/db/models/utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/concurrent/__init__.py first seen with mtime 1742260550.0
(0.001) SELECT "django_migrations"."id", "django_migrations"."app", "django_migrations"."name", "django_migrations"."applied" FROM "django_migrations"; args=(); alias=default
File /usr/local/lib/python3.10/site-packages/django/template/defaulttags.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/html.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/sqlparse/keywords.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/site-packages/django/contrib/messages/apps.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/staticfiles/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/sqlparse/filters/others.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/site-packages/django/core/files/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/copy.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/template/utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/management/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/files/locks.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/_sha512.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260532.0
File /usr/local/lib/python3.10/pathlib.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/actions.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/numbers.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/urls.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/inspect.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/mime/text.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/sqlparse/utils.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/site-packages/django/views/generic/list.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/conf/__init__.py first seen with mtime 1742674084.0
File /usr/local/lib/python3.10/site-packages/sqlparse/filters/tokens.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/site-packages/django/middleware/cache.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/_random.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260526.0
File /usr/local/lib/python3.10/queue.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/forms/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/migrations/operations/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/_ctypes.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260540.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/management/__init__.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/wsgiref/__init__.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/forms/models.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/binascii.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260534.0
File /usr/local/lib/python3.10/site-packages/django/template/loaders/cached.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/fields/related.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/__init__.py first seen with mtime 1742674084.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/templates.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/_bz2.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260534.0
File /usr/local/lib/python3.10/site-packages/django/middleware/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/postgresql/operations.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/sql/where.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/lorem_ipsum.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/aggregates.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/quoprimime.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/socketserver.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/secrets.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/template/autoreload.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/asyncio/transports.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/lib-dynload/_lzma.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260534.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/views/main.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/urls/converters.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/charset.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/forms/forms.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/staticfiles/finders.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/expressions.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/iterators.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/base/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/message.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/dispatch/dispatcher.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/gzip.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/asyncio/threads.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/asyncio/coroutines.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/validators.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/logging/config.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/models/enums.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/messages/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/forms/utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/json/encoder.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/colorama/win32.py first seen with mtime 1742674082.0
File /usr/local/lib/python3.10/site-packages/django/utils/tree.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/threading.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/lib-dynload/_ssl.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260534.0
File /usr/local/lib/python3.10/site-packages/django/core/files/uploadhandler.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/asyncio/base_subprocess.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/mime/base.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/struct.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/uuid.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/base/validation.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/ntpath.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/models/fields/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/collections/abc.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/views/generic/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/_datetime.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260529.0
File /usr/local/lib/python3.10/site-packages/django/db/models/sql/datastructures.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/html/__init__.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/transaction.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/postgresql/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/enum.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/asyncio/base_futures.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/template/response.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/sqlparse/formatter.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/site-packages/django/core/handlers/exception.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/urls/utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/asyncio/__init__.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/models/query_utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/sqlparse/exceptions.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/site-packages/django/db/models/fields/files.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/typing.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/_weakrefset.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/mimetypes.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/postgresql/psycopg_any.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/staticfiles/views.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/apps.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/asyncio/format_helpers.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/asyncio/runners.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/copyreg.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/files/storage/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/messages/utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/graphlib.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/staticfiles/management/commands/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/serializers/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/templatetags/static.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/parser.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/cache/backends/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/asgiref/sync.py first seen with mtime 1742674084.0
File /usr/local/lib/python3.10/site-packages/django/template/backends/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/encodings/__init__.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/staticfiles/management/commands/runserver.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/sessions/apps.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/functions/window.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/templatetags/i18n.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/translation.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/stat.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/template/loaders/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/template/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/headerregistry.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/templatetags/cache.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/contextlib.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/psycopg2/__init__.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/urllib/parse.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/models/indexes.py first seen with mtime 1742674086.0
